datetime,count
2011-01-24 23:00:00,20.56
2011-01-25 00:00:00,9.55
2011-01-25 01:00:00,3.42
2011-01-25 02:00:00,2.48
2011-01-25 04:00:00,1.64
2011-01-25 05:00:00,5.86
2011-01-25 06:00:00,33.69
2011-01-25 07:00:00,82.82
2011-01-25 08:00:00,204.56
2011-01-25 09:00:00,121.5
2011-01-25 10:00:00,55.49
2011-01-25 11:00:00,60.17
2011-01-25 12:00:00,73.43
2011-01-25 13:00:00,76.16
2011-01-25 14:00:00,73.37
2011-01-25 15:00:00,73.88
2011-01-25 16:00:00,92.55
2011-01-25 17:00:00,213.66
2011-01-25 18:00:00,200.84
2011-01-25 19:00:00,109.71
2011-01-25 20:00:00,72.17
2011-01-25 21:00:00,50.3
2011-01-25 22:00:00,36.21
2011-01-25 23:00:00,22.29
2011-01-26 00:00:00,9.01
2011-01-26 01:00:00,5.23
2011-01-26 02:00:00,3.38
2011-01-26 05:00:00,3.22
2011-01-26 06:00:00,24.94
2011-01-26 07:00:00,70.31
2011-01-26 08:00:00,137.47
2011-01-26 09:00:00,90.17
2011-01-26 10:00:00,49.52
2011-01-26 11:00:00,43.33
2011-01-26 12:00:00,41.25
2011-01-26 13:00:00,40.92
2011-01-26 14:00:00,39.35
2011-01-26 15:00:00,39.36
2011-01-26 16:00:00,56.56
2011-01-26 17:00:00,115.07
2011-01-27 16:00:00,77.45
2011-01-27 17:00:00,165.41
2011-01-27 18:00:00,132.46
2011-01-27 19:00:00,99.17
2011-01-27 20:00:00,82.14
2011-01-27 21:00:00,51.53
2011-01-27 22:00:00,41.95
2011-01-27 23:00:00,26.76
2011-01-28 00:00:00,13.76
2011-01-28 01:00:00,6.81
2011-01-28 02:00:00,3.215
2011-01-28 03:00:00,1.8
2011-01-28 05:00:00,6.58
2011-01-28 06:00:00,31.69
2011-01-28 07:00:00,88.9
2011-01-28 08:00:00,217.98
2011-01-28 09:00:00,82.6
2011-01-28 10:00:00,40.62
2011-01-28 11:00:00,41.87
2011-01-28 12:00:00,46.21
2011-01-28 13:00:00,47.59
2011-01-28 14:00:00,53.21
2011-01-28 15:00:00,57.56
2011-01-28 16:00:00,69.11
2011-01-28 17:00:00,162.24
2011-01-28 18:00:00,156.37
2011-01-28 19:00:00,102.75
2011-01-28 20:00:00,69.06
2011-01-28 21:00:00,49.68
2011-01-28 22:00:00,42.15
2011-01-28 23:00:00,31.66
2011-01-29 00:00:00,30.55
2011-01-29 01:00:00,22.31
2011-01-29 02:00:00,16.04
2011-01-29 03:00:00,11.778666666666668
2011-01-29 04:00:00,3.46
2011-01-29 06:00:00,3.1
2011-01-29 07:00:00,11.44
2011-01-29 08:00:00,23.875
2011-01-29 09:00:00,37.48333333333333
2011-01-29 10:00:00,65.16
2011-01-29 11:00:00,66.52
2011-01-29 12:00:00,79.45
2011-01-29 13:00:00,81.75
2011-01-29 14:00:00,79.56
2011-01-29 15:00:00,78.4
2011-01-29 16:00:00,87.19
2011-01-29 17:00:00,80.95
2011-01-29 18:00:00,67.73
2011-01-29 19:00:00,65.79
2011-01-29 20:00:00,47.18
2011-01-29 21:00:00,40.86
2011-01-29 22:00:00,35.66
2011-01-29 23:00:00,26.67
2011-01-30 00:00:00,29.19
2011-01-30 01:00:00,27.38
2011-01-30 02:00:00,19.87
2011-01-30 03:00:00,12.31
2011-01-30 04:00:00,4.95
2011-01-30 05:00:00,3.63
2011-01-30 07:00:00,7.66
2011-01-30 08:00:00,14.186666666666667
2011-01-30 09:00:00,28.683333333333334
2011-01-30 10:00:00,63.12
2011-01-30 11:00:00,72.87
2011-01-30 12:00:00,138.2
2011-01-30 13:00:00,92.51
2011-01-30 14:00:00,99.19
2011-01-30 15:00:00,126.65
2011-01-30 16:00:00,124.56
2011-01-30 17:00:00,73.75
2011-01-30 18:00:00,64.56
2011-01-30 19:00:00,47.22
2011-01-30 20:00:00,36.62
2011-01-30 21:00:00,31.28
2011-01-30 22:00:00,21.41
2011-01-30 23:00:00,17.83
2011-01-31 00:00:00,11.38
2011-01-31 01:00:00,3.35
2011-01-31 02:00:00,2.455
2011-01-31 03:00:00,2.27
2011-01-31 04:00:00,1.43
2011-01-31 05:00:00,2.48
2011-01-31 06:00:00,33.99
2011-01-31 07:00:00,85.16
2011-01-31 08:00:00,165.44
2011-01-31 09:00:00,88.47
2011-01-31 10:00:00,41.65
2011-01-31 11:00:00,41.11
2011-01-31 12:00:00,57.48
2011-01-31 13:00:00,54.28
2011-01-31 14:00:00,51.45
2011-01-31 15:00:00,46.96
2011-01-31 16:00:00,68.84
2011-01-31 17:00:00,159.59
2011-01-31 18:00:00,152.2
2011-01-31 19:00:00,127.38
2011-01-31 20:00:00,60.82
2011-01-31 21:00:00,33.01
2011-01-31 22:00:00,30.14
2011-01-31 23:00:00,18.6
2011-02-20 00:00:00,34.45
2011-02-20 01:00:00,22.81
2011-02-20 02:00:00,17.11
2011-02-20 03:00:00,9.5
2011-02-20 04:00:00,2.27
2011-02-20 06:00:00,2.77
2011-02-20 07:00:00,11.45
2011-02-20 08:00:00,22.0
2011-02-20 09:00:00,32.66333333333333
2011-02-20 10:00:00,95.33
2011-02-20 11:00:00,115.71
2011-02-20 12:00:00,132.31
2011-02-20 13:00:00,155.25
2011-02-20 14:00:00,141.73
2011-02-20 15:00:00,158.63
2011-02-20 16:00:00,153.8
2011-02-20 17:00:00,104.88
2011-02-20 18:00:00,79.83
2011-02-20 19:00:00,72.19
2011-02-20 20:00:00,68.54
2011-02-20 21:00:00,59.33
2011-02-20 22:00:00,46.62
2011-02-20 23:00:00,35.53
2011-02-21 00:00:00,22.91
2011-02-21 01:00:00,18.76
2011-02-21 02:00:00,10.65
2011-02-21 03:00:00,4.13
2011-02-21 04:00:00,3.85
2011-02-21 05:00:00,6.8
2011-02-21 06:00:00,19.84
2011-02-21 07:00:00,62.22
2011-02-21 08:00:00,92.51
2011-02-21 09:00:00,81.84
2011-02-21 10:00:00,90.76
2011-02-21 11:00:00,90.03
2011-02-21 12:00:00,91.23
2011-02-21 13:00:00,68.05
2011-02-21 14:00:00,85.83
2011-02-21 15:00:00,85.0
2011-02-21 16:00:00,71.12
2011-02-21 17:00:00,78.7
2011-02-21 18:00:00,75.92
2011-02-21 19:00:00,73.21
2011-02-21 20:00:00,37.39
2011-02-21 21:00:00,29.17
2011-02-21 22:00:00,23.7
2011-02-21 23:00:00,14.31
2011-02-22 06:00:00,31.07
2011-02-22 07:00:00,85.63
2011-02-22 08:00:00,189.82
2011-02-22 09:00:00,97.67
2011-02-22 10:00:00,45.33
2011-02-22 11:00:00,50.5
2011-02-22 12:00:00,59.23
2011-02-22 13:00:00,77.17
2011-02-22 14:00:00,73.19
2011-02-22 15:00:00,77.87
2011-02-22 16:00:00,75.07
2011-02-22 17:00:00,162.73
2011-02-22 18:00:00,157.55
2011-02-22 19:00:00,97.75
2011-02-22 20:00:00,70.65
2011-02-22 21:00:00,50.81
2011-02-22 22:00:00,29.44
2011-02-22 23:00:00,19.93
2011-02-23 00:00:00,10.65
2011-02-23 01:00:00,5.55
2011-02-23 02:00:00,2.18
2011-02-23 03:00:00,1.47
2011-02-23 05:00:00,5.7
2011-02-23 06:00:00,29.01
2011-02-23 07:00:00,80.29
2011-02-23 08:00:00,182.28
2011-02-23 09:00:00,121.32
2011-02-23 10:00:00,53.6
2011-02-23 11:00:00,58.97
2011-02-23 12:00:00,78.13
2011-02-23 13:00:00,72.34
2011-02-23 14:00:00,77.16
2011-02-23 15:00:00,72.23
2011-02-23 16:00:00,101.27
2011-02-23 17:00:00,233.08
2011-02-23 18:00:00,210.7
2011-02-23 19:00:00,132.2
2011-02-23 20:00:00,75.58
2011-02-23 21:00:00,63.18
2011-02-23 22:00:00,46.11
2011-02-23 23:00:00,24.87
2011-02-24 00:00:00,10.74
2011-02-24 01:00:00,4.89
2011-02-24 02:00:00,2.475
2011-02-24 03:00:00,2.19
2011-02-24 05:00:00,6.68
2011-02-24 06:00:00,36.75
2011-02-24 07:00:00,100.85
2011-02-24 08:00:00,255.33
2011-02-24 09:00:00,133.3
2011-02-24 10:00:00,58.17
2011-02-24 11:00:00,72.43
2011-02-24 12:00:00,93.17
2011-02-24 13:00:00,88.1
2011-02-24 14:00:00,87.46
2011-02-24 15:00:00,41.79
2011-02-24 16:00:00,51.99
2011-02-24 17:00:00,187.06
2011-02-24 18:00:00,178.32
2011-02-24 19:00:00,113.07
2011-02-24 20:00:00,74.18
2011-02-24 21:00:00,58.22
2011-02-24 22:00:00,36.46
2011-02-24 23:00:00,35.82
2011-02-25 00:00:00,15.88
2011-02-25 01:00:00,10.88
2011-02-25 02:00:00,9.02
2011-02-25 03:00:00,2.5
2011-02-25 05:00:00,7.36
2011-02-25 06:00:00,26.39
2011-02-25 07:00:00,62.82
2011-02-25 08:00:00,136.55
2011-02-25 09:00:00,80.06
2011-02-25 10:00:00,39.57
2011-02-25 11:00:00,152.07
2011-02-25 12:00:00,172.07
2011-02-25 13:00:00,172.18
2011-02-25 14:00:00,179.59
2011-02-25 15:00:00,193.83
2011-02-25 16:00:00,113.98
2011-02-25 17:00:00,189.29
2011-02-25 18:00:00,172.28
2011-02-25 19:00:00,111.22
2011-02-25 20:00:00,68.04
2011-02-25 21:00:00,51.78
2011-02-25 22:00:00,40.52
2011-02-25 23:00:00,30.95
2011-02-26 00:00:00,28.03
2011-02-26 01:00:00,19.83
2011-02-26 02:00:00,13.93
2011-02-26 03:00:00,11.608666666666668
2011-02-26 04:00:00,3.42
2011-02-26 05:00:00,2.55
2011-02-26 06:00:00,2.76
2011-02-26 07:00:00,7.31
2011-02-26 08:00:00,23.53
2011-02-26 09:00:00,58.57166666666666
2011-02-26 10:00:00,110.31
2011-02-26 11:00:00,138.17
2011-02-26 12:00:00,138.74
2011-02-26 13:00:00,144.21
2011-02-26 14:00:00,132.4
2011-02-26 15:00:00,141.78
2011-02-26 16:00:00,147.03
2011-02-26 17:00:00,105.46
2011-02-26 18:00:00,86.97
2011-02-26 19:00:00,73.51
2011-02-26 20:00:00,63.01
2011-02-26 21:00:00,45.21
2011-02-26 22:00:00,44.31
2011-02-26 23:00:00,43.58
2011-02-27 00:00:00,28.94
2011-02-27 01:00:00,27.24
2011-02-27 02:00:00,23.72
2011-02-27 03:00:00,12.56
2011-02-27 04:00:00,4.55
2011-02-27 06:00:00,3.14
2011-02-27 07:00:00,10.81
2011-02-27 08:00:00,31.69
2011-02-27 09:00:00,38.333333333333336
2011-02-27 10:00:00,76.34
2011-02-27 11:00:00,96.94
2011-02-27 12:00:00,160.1
2011-02-27 13:00:00,167.12
2011-02-27 14:00:00,182.42
2011-02-27 15:00:00,249.5
2011-02-27 16:00:00,267.21
2011-02-27 17:00:00,134.18
2011-02-27 18:00:00,115.89
2011-02-27 19:00:00,99.98
2011-02-27 20:00:00,79.15
2011-02-27 21:00:00,67.11
2011-02-27 22:00:00,50.65
2011-02-27 23:00:00,38.32
2011-02-28 00:00:00,16.03
2011-02-28 01:00:00,5.26
2011-02-28 03:00:00,1.83
2011-02-28 05:00:00,8.03
2011-02-28 06:00:00,35.75
2011-02-28 07:00:00,108.58
2011-02-28 08:00:00,239.74
2011-02-28 09:00:00,152.46
2011-02-28 10:00:00,93.45
2011-02-28 11:00:00,121.39
2011-02-28 12:00:00,122.39
2011-02-28 13:00:00,105.66
2011-02-28 14:00:00,56.18
2011-02-28 15:00:00,56.35
2011-02-28 16:00:00,80.4
2011-02-28 17:00:00,186.68
2011-02-28 18:00:00,163.23
2011-02-28 19:00:00,109.23
2011-02-28 20:00:00,88.22
2011-02-28 21:00:00,65.12
2011-02-28 22:00:00,35.94
2011-02-28 23:00:00,23.95
2011-03-20 00:00:00,35.52
2011-03-20 01:00:00,27.72
2011-03-20 02:00:00,18.68
2011-03-20 03:00:00,11.58
2011-03-20 04:00:00,1.59
2011-03-20 05:00:00,1.56
2011-03-20 06:00:00,1.41
2011-03-20 07:00:00,11.48
2011-03-20 08:00:00,34.6
2011-03-20 09:00:00,57.765
2011-03-20 10:00:00,131.58
2011-03-20 11:00:00,147.26
2011-03-20 12:00:00,161.55
2011-03-20 13:00:00,158.91
2011-03-20 14:00:00,157.95
2011-03-20 15:00:00,159.75
2011-03-20 16:00:00,154.7
2011-03-20 17:00:00,109.56
2011-03-20 18:00:00,123.05
2011-03-20 19:00:00,76.31
2011-03-20 20:00:00,72.32
2011-03-20 21:00:00,58.69
2011-03-20 22:00:00,50.45
2011-03-20 23:00:00,36.64
2011-03-21 00:00:00,28.24
2011-03-21 01:00:00,13.64
2011-03-21 02:00:00,8.92
2011-03-21 03:00:00,3.11
2011-03-21 05:00:00,16.49
2011-03-21 06:00:00,48.08
2011-03-21 07:00:00,92.61
2011-03-21 08:00:00,254.74
2011-03-21 09:00:00,153.27
2011-03-21 10:00:00,87.8
2011-03-21 11:00:00,109.16
2011-03-21 12:00:00,120.79
2011-03-21 13:00:00,120.68
2011-03-21 14:00:00,120.33
2011-03-21 15:00:00,171.57
2011-03-21 16:00:00,211.44
2011-03-21 17:00:00,451.3
2011-03-21 18:00:00,392.82
2011-03-21 19:00:00,302.34
2011-03-21 20:00:00,253.96
2011-03-21 21:00:00,99.76
2011-03-21 22:00:00,102.21
2011-03-21 23:00:00,56.1
2011-03-22 00:00:00,45.74
2011-03-22 01:00:00,10.17
2011-03-22 02:00:00,8.54
2011-03-22 03:00:00,5.28
2011-03-22 04:00:00,5.13
2011-03-22 05:00:00,18.5
2011-03-22 06:00:00,76.55
2011-03-22 07:00:00,183.77
2011-03-22 08:00:00,271.43
2011-03-22 09:00:00,138.45
2011-03-22 10:00:00,122.5
2011-03-22 11:00:00,123.79
2011-03-22 12:00:00,146.02
2011-03-22 13:00:00,135.88
2011-03-22 14:00:00,121.41
2011-03-22 15:00:00,131.79
2011-03-22 16:00:00,246.63
2011-03-22 17:00:00,450.84
2011-03-22 18:00:00,402.53
2011-03-22 19:00:00,213.38
2011-03-22 20:00:00,146.97
2011-03-22 21:00:00,102.45
2011-03-22 22:00:00,78.4
2011-03-22 23:00:00,47.51
2011-03-23 00:00:00,31.15
2011-03-23 01:00:00,11.24
2011-03-23 02:00:00,6.073333333333334
2011-03-23 03:00:00,4.07
2011-03-23 05:00:00,11.18
2011-03-23 06:00:00,60.52
2011-03-23 07:00:00,117.59
2011-03-23 08:00:00,248.29
2011-03-23 09:00:00,149.43
2011-03-23 10:00:00,68.83
2011-03-23 11:00:00,66.56
2011-03-23 12:00:00,70.68
2011-03-23 13:00:00,90.99
2011-03-23 14:00:00,85.92
2011-03-23 15:00:00,83.82
2011-03-23 16:00:00,133.39
2011-03-23 17:00:00,329.26
2011-03-23 18:00:00,213.48
2011-03-23 19:00:00,152.04
2011-03-23 20:00:00,59.12
2011-03-23 21:00:00,57.28
2011-03-23 22:00:00,66.83
2011-03-23 23:00:00,49.22
2011-03-24 00:00:00,18.21
2011-03-24 01:00:00,6.97
2011-03-24 02:00:00,5.19
2011-03-24 03:00:00,3.421666666666667
2011-03-24 04:00:00,3.17
2011-03-24 05:00:00,14.75
2011-03-24 06:00:00,57.08
2011-03-24 07:00:00,81.25
2011-03-24 08:00:00,104.58
2011-03-24 09:00:00,128.29
2011-03-24 10:00:00,71.2
2011-03-24 11:00:00,76.12
2011-03-24 12:00:00,82.19
2011-03-24 13:00:00,91.76
2011-03-24 14:00:00,101.23
2011-03-24 15:00:00,88.35
2011-03-24 16:00:00,122.37
2011-03-24 17:00:00,254.0
2011-03-24 18:00:00,239.44
2011-03-24 19:00:00,157.19
2011-03-24 20:00:00,101.53
2011-03-24 21:00:00,89.35
2011-03-24 22:00:00,68.48
2011-03-24 23:00:00,47.8
2011-03-25 00:00:00,23.49
2011-03-25 01:00:00,10.03
2011-03-25 02:00:00,7.13
2011-03-25 03:00:00,3.0925
2011-03-25 04:00:00,2.7373333333333334
2011-03-25 05:00:00,15.46
2011-03-25 06:00:00,64.03
2011-03-25 07:00:00,168.63
2011-03-25 08:00:00,281.14
2011-03-25 09:00:00,172.05
2011-03-25 10:00:00,99.59
2011-03-25 11:00:00,105.45
2011-03-25 12:00:00,113.93
2011-03-25 13:00:00,113.4
2011-03-25 14:00:00,126.55
2011-03-25 15:00:00,122.1
2011-03-25 16:00:00,159.73
2011-03-25 17:00:00,259.9
2011-03-25 18:00:00,251.91
2011-03-25 19:00:00,151.32
2011-03-25 20:00:00,94.71
2011-03-25 21:00:00,81.25
2011-03-25 22:00:00,64.36
2011-03-25 23:00:00,50.27
2011-03-26 00:00:00,38.89
2011-03-26 01:00:00,32.18
2011-03-26 02:00:00,21.57
2011-03-26 03:00:00,12.61
2011-03-26 04:00:00,4.3
2011-03-26 05:00:00,4.62
2011-03-26 06:00:00,15.67
2011-03-26 07:00:00,51.44
2011-03-26 08:00:00,84.82
2011-03-26 09:00:00,107.58
2011-03-26 10:00:00,149.29
2011-03-26 11:00:00,155.83
2011-03-26 12:00:00,181.21
2011-03-26 13:00:00,195.91
2011-03-26 14:00:00,199.69
2011-03-26 15:00:00,201.06
2011-03-26 16:00:00,190.98
2011-03-26 17:00:00,193.3
2011-03-26 18:00:00,180.59
2011-03-26 19:00:00,130.59
2011-03-26 20:00:00,87.04
2011-03-26 21:00:00,67.93
2011-03-26 22:00:00,66.94
2011-03-26 23:00:00,50.06
2011-03-27 00:00:00,38.52
2011-03-27 01:00:00,29.25
2011-03-27 02:00:00,23.83
2011-03-27 03:00:00,12.485999999999999
2011-03-27 04:00:00,4.6
2011-03-27 06:00:00,11.32
2011-03-27 07:00:00,99.14
2011-03-27 08:00:00,77.27
2011-03-27 09:00:00,97.84
2011-03-27 10:00:00,145.98
2011-03-27 11:00:00,155.48
2011-03-27 12:00:00,170.04
2011-03-27 13:00:00,169.31
2011-03-27 14:00:00,177.29
2011-03-27 15:00:00,184.12
2011-03-27 16:00:00,191.13
2011-03-27 17:00:00,188.86
2011-03-27 18:00:00,157.79
2011-03-27 19:00:00,131.85
2011-03-27 20:00:00,78.76
2011-03-27 21:00:00,62.04
2011-03-27 22:00:00,49.66
2011-03-27 23:00:00,46.54
2011-03-28 00:00:00,13.75
2011-03-28 01:00:00,7.2
2011-03-28 02:00:00,6.47
2011-03-28 03:00:00,3.51
2011-03-28 05:00:00,14.68
2011-03-28 06:00:00,62.74
2011-03-28 07:00:00,176.59
2011-03-28 08:00:00,261.15
2011-03-28 09:00:00,166.34
2011-03-28 10:00:00,101.77
2011-03-28 11:00:00,111.41
2011-03-28 12:00:00,111.76
2011-03-28 13:00:00,113.07
2011-03-28 14:00:00,113.18
2011-03-28 15:00:00,112.88
2011-03-28 16:00:00,154.72
2011-03-28 17:00:00,285.19
2011-03-28 18:00:00,275.05
2011-03-28 19:00:00,180.3
2011-03-28 20:00:00,124.73
2011-03-28 21:00:00,106.69
2011-03-28 22:00:00,65.08
2011-03-28 23:00:00,37.3
2011-03-29 00:00:00,16.67
2011-03-29 01:00:00,7.45
2011-03-29 02:00:00,7.8
2011-03-29 03:00:00,3.32
2011-03-29 04:00:00,3.37
2011-03-29 05:00:00,18.54
2011-03-29 06:00:00,62.6
2011-03-29 07:00:00,172.68
2011-03-29 08:00:00,253.52
2011-03-29 09:00:00,160.0
2011-03-29 10:00:00,99.11
2011-03-29 11:00:00,105.76
2011-03-29 12:00:00,116.41
2011-03-29 13:00:00,113.15
2011-03-29 14:00:00,113.4
2011-03-29 15:00:00,116.37
2011-03-29 16:00:00,161.81
2011-03-29 17:00:00,356.8
2011-03-29 18:00:00,320.96
2011-03-29 19:00:00,189.92
2011-03-29 20:00:00,136.26
2011-03-29 21:00:00,109.15
2011-03-29 22:00:00,79.04
2011-03-29 23:00:00,46.91
2011-03-30 00:00:00,20.41
2011-03-30 01:00:00,10.43
2011-03-30 02:00:00,6.67
2011-03-30 03:00:00,4.51
2011-03-30 04:00:00,4.36
2011-03-30 05:00:00,16.64
2011-03-30 06:00:00,64.84
2011-03-30 07:00:00,157.43
2011-03-30 08:00:00,260.56
2011-03-30 09:00:00,152.71
2011-03-30 10:00:00,94.69
2011-03-30 11:00:00,97.09
2011-03-30 12:00:00,106.0
2011-03-30 13:00:00,100.73
2011-03-30 14:00:00,95.74
2011-03-30 15:00:00,64.62
2011-03-30 16:00:00,83.4
2011-03-30 17:00:00,143.02
2011-03-30 18:00:00,191.29
2011-03-30 19:00:00,116.19
2011-03-30 20:00:00,55.47
2011-03-30 21:00:00,65.52
2011-03-30 22:00:00,43.76
2011-03-30 23:00:00,31.29
2011-03-31 00:00:00,14.41
2011-03-31 01:00:00,7.61
2011-03-31 02:00:00,5.8450000000000015
2011-03-31 03:00:00,3.41
2011-03-31 04:00:00,3.265
2011-03-31 05:00:00,11.92
2011-03-31 06:00:00,37.36
2011-03-31 07:00:00,85.06
2011-03-31 08:00:00,207.5
2011-03-31 09:00:00,76.75
2011-03-31 10:00:00,55.94
2011-03-31 11:00:00,63.69
2011-03-31 12:00:00,68.0
2011-03-31 13:00:00,84.77
2011-03-31 14:00:00,83.85
2011-03-31 15:00:00,58.37
2011-03-31 16:00:00,96.03
2011-03-31 17:00:00,220.18
2011-03-31 18:00:00,229.83
2011-03-31 19:00:00,148.85
2011-03-31 20:00:00,61.66
2011-03-31 21:00:00,87.43
2011-03-31 22:00:00,47.89
2011-03-31 23:00:00,44.16
2011-04-20 00:00:00,45.44
2011-04-20 01:00:00,9.31
2011-04-20 02:00:00,9.13
2011-04-20 03:00:00,5.02
2011-04-20 04:00:00,5.24
2011-04-20 05:00:00,18.54
2011-04-20 06:00:00,81.39
2011-04-20 07:00:00,248.76
2011-04-20 08:00:00,442.91
2011-04-20 09:00:00,206.73
2011-04-20 10:00:00,131.5
2011-04-20 11:00:00,134.14
2011-04-20 12:00:00,202.97
2011-04-20 13:00:00,195.57
2011-04-20 14:00:00,168.49
2011-04-20 15:00:00,170.47
2011-04-20 16:00:00,277.65
2011-04-20 17:00:00,506.95
2011-04-20 18:00:00,527.61
2011-04-20 19:00:00,407.16
2011-04-20 20:00:00,312.55
2011-04-20 21:00:00,230.18
2011-04-20 22:00:00,148.38
2011-04-20 23:00:00,93.25
2011-04-21 00:00:00,42.63
2011-04-21 01:00:00,17.48
2011-04-21 02:00:00,11.9
2011-04-21 03:00:00,3.96
2011-04-21 04:00:00,4.21
2011-04-21 05:00:00,20.76
2011-04-21 06:00:00,64.85
2011-04-21 07:00:00,181.2
2011-04-21 08:00:00,277.62
2011-04-21 09:00:00,167.3
2011-04-21 10:00:00,125.12
2011-04-21 11:00:00,136.1
2011-04-21 12:00:00,175.05
2011-04-21 13:00:00,169.86
2011-04-21 14:00:00,137.3
2011-04-21 15:00:00,142.34
2011-04-21 16:00:00,199.49
2011-04-21 17:00:00,467.6
2011-04-21 18:00:00,369.53
2011-04-21 19:00:00,245.42
2011-04-21 20:00:00,182.84
2011-04-21 21:00:00,111.16
2011-04-21 22:00:00,93.46
2011-04-21 23:00:00,64.92
2011-04-22 00:00:00,33.89
2011-04-22 01:00:00,18.08
2011-04-22 02:00:00,11.08
2011-04-22 03:00:00,3.47
2011-04-22 04:00:00,4.03
2011-04-22 05:00:00,17.55
2011-04-22 06:00:00,71.8
2011-04-22 07:00:00,159.2
2011-04-22 08:00:00,261.59
2011-04-22 09:00:00,192.06
2011-04-22 10:00:00,111.43
2011-04-22 11:00:00,100.47
2011-04-22 12:00:00,104.38
2011-04-22 13:00:00,74.94
2011-04-22 14:00:00,25.87
2011-04-22 15:00:00,75.48
2011-04-22 16:00:00,109.61
2011-04-22 17:00:00,135.9
2011-04-22 18:00:00,108.11
2011-04-22 19:00:00,94.04
2011-04-22 20:00:00,72.86
2011-04-22 21:00:00,68.31
2011-04-22 22:00:00,53.1
2011-04-22 23:00:00,51.07
2011-04-23 00:00:00,34.36
2011-04-23 01:00:00,25.98
